epoch	T@0.999	recall@0.999	spec@0.999	fp@0.999	T@0.9999	recall@0.9999	spec@0.9999	fp@0.9999	auroc	recall@0.5	spec@0.5	f1@0.5
25	0.5407814979553224	0.601817048295231	0.9990001760786985	2771	0.7298021316528321	0.44485603433143883	0.9999000536895704	277	0.974446155333054	0.6296962103466435	0.9985769377316445	0.7616209904425841
26	0.5285449028015138	0.5970837645947958	0.9990001760786985	2771	0.7537294030189515	0.4238770556796378	0.9999000536895704	277	0.9745994703032993	0.6172153523027849	0.9987086359385283	0.7532168235068177
27	0.57303124666214	0.6038628921452912	0.9990001760786985	2771	0.8058661222457887	0.4379921676865622	0.9999000536895704	277	0.9747629936585193	0.6435389466930569	0.9983359119721968	0.7700346917934716
28	0.5210001468658448	0.6158776851700533	0.9990001760786985	2771	0.7431961297988893	0.446932142143778	0.9999000536895704	277	0.9752585202903519	0.6317723181589826	0.9987497690771167	0.764512643972826
29	0.542185664176941	0.6121854817720155	0.9990001760786985	2771	0.742108702659607	0.44911114742786584	0.9999000536895704	277	0.9753740007673156	0.6434965771458663	0.9984373015506471	0.7707878691210696
30	0.4971234500408173	0.6178630010955555	0.9990001760786985	2771	0.7138050198554994	0.46328678735934825	0.9999000536895704	277	0.9756005024384028	0.6158474212077742	0.9990279589880959	0.7546439312746381
31	0.5075716376304628	0.6138681580747277	0.9990001760786985	2771	0.7534366846084596	0.444971037388099	0.9999000536895704	277	0.9760285118010158	0.6195093606435329	0.9989110542784237	0.7565248242676896
32	0.5441253781318666	0.6236555234757556	0.9990001760786985	2771	0.769377112388611	0.4580934914322723	0.9999000536895704	277	0.9764709331880318	0.6520733840557341	0.9985336396910252	0.7778186911569341
33	0.5453327298164369	0.6184138052090332	0.9990001760786985	2771	0.7872804403305055	0.4511872552402051	0.9999000536895704	277	0.975996534322136	0.6507115057531793	0.9984567856689258	0.7762278155641237
34	0.5417631864547731	0.6171911411329617	0.9990001760786985	2771	0.774614989757538	0.45058197599462513	0.9999000536895704	277	0.9764957934312037	0.6451913590334901	0.9985863189737787	0.7731906791186871
35	0.5533018112182618	0.622281539588289	0.9990001760786985	2771	0.7646849751472474	0.46408575596351376	0.9999000536895704	277	0.9768221904786283	0.6584288161343236	0.9983709112216975	0.7811668563672988
36	0.5324785709381105	0.6235949955511976	0.9990001760786985	2771	0.7630014419555665	0.4653205256244969	0.9999000536895704	277	0.9768973189931469	0.6475943176384424	0.9986141018831761	0.7751707149196689
37	0.5203620195388795	0.6275474690248346	0.9990001760786985	2771	0.7306169867515565	0.45723399490354877	0.9999000536895704	277	0.9772100371290222	0.6436963192969076	0.9987898197646896	0.7736746764442698
38	0.5437803864479066	0.6251324048349706	0.9990001760786985	2771	0.7936153411865235	0.4342333835715107	0.9999000536895704	277	0.9775203810967347	0.6541252806982502	0.9985585360643813	0.7795064880733416
39	0.5248438715934755	0.6302288560827538	0.9990001760786985	2771	0.7247530817985536	0.46047829165985726	0.9999000536895704	277	0.9777760247812496	0.6471766749589923	0.998739305383967	0.7758399878097008
40	0.5109518766403199	0.631760212574071	0.9990001760786985	2771	0.746487855911255	0.46079303686755885	0.9999000536895704	277	0.9779398181284354	0.6390114579361188	0.9989009514022792	0.7710786175465248
41	0.5524837970733644	0.6269058730245198	0.9990001760786985	2771	0.7904563546180726	0.4657805378511376	0.9999000536895704	277	0.9777107361046078	0.6622844449286679	0.9983889520719555	0.7840886290022071
42	0.5324160456657411	0.6326802370273525	0.9990001760786985	2771	0.7783260941505433	0.46538710634151065	0.9999000536895704	277	0.9781763331533544	0.6552208361327498	0.9986548742047593	0.7810542872810182
43	0.5304927229881288	0.6326620786499851	0.9990001760786985	2771	0.7789431810379029	0.4649331469073257	0.9999000536895704	277	0.9781966785987578	0.6538771162075624	0.9986739975060328	0.7802265660829779
44	0.5359262824058534	0.6429820897871232	0.9990001760786985	2771	0.7706002593040467	0.48975564876855937	0.9999000536895704	277	0.9784998806521225	0.666684825044034	0.9985888446928148	0.7888093558540332
45	0.5190489292144777	0.6383153868037019	0.9990001760786985	2771	0.7638534903526307	0.4732315253642268	0.9999000536895704	277	0.9787038083125278	0.6510565149231597	0.998806417346927	0.7792048796743021
46	0.5377638339996339	0.6345021275565482	0.9990001760786985	2771	0.7969077229499818	0.4649815692469721	0.9999000536895704	277	0.978559725597501	0.6577024810396276	0.9986328643674445	0.7826826044521596
47	0.5460693836212159	0.6350105621228354	0.9990001760786985	2771	0.7674451470375062	0.4766392475168419	0.9999000536895704	277	0.9780596393161096	0.6654137386283162	0.9984668885450704	0.7869447417116147
48	0.5165948867797853	0.6397135818609916	0.9990001760786985	2771	0.7609998583793641	0.47972617166929965	0.9999000536895704	277	0.9784688601148099	0.6510867788854388	0.9988230149291644	0.7793568393330025
49	0.5206375718116761	0.6385756568793013	0.9990001760786985	2771	0.7543413639068605	0.48189307136847587	0.9999000536895704	277	0.9783167406030039	0.6539134329622972	0.9987252335207657	0.7806532962884013
50	0.5258659124374391	0.6413478358240574	0.9990001760786985	2771	0.7684069275856019	0.4802164478582194	0.9999000536895704	277	0.9789242526223348	0.6583985521720446	0.998741470285998	0.784036154347928
51	0.5233564376831056	0.6388904020870029	0.9990001760786985	2771	0.7626307606697084	0.47922378989546827	0.9999000536895704	277	0.9787572015374182	0.654851615792946	0.9987530164301631	0.7815530649175212
52	0.5410006046295167	0.6385756568793013	0.9990001760786985	2771	0.7691814899444581	0.47497472959149706	0.9999000536895704	277	0.978924560819238	0.6676169550822272	0.998526423350922	0.7889883975450293
53	0.5524581074714662	0.6358761114440147	0.9990001760786985	2771	0.7848352789878846	0.4837633842373179	0.9999000536895704	277	0.9789036972304991	0.6672840514971582	0.9984575073029361	0.7882115739350521
54	0.5511516928672792	0.6401554357102649	0.9990001760786985	2771	0.7800192236900331	0.4779284923099272	0.9999000536895704	277	0.9788180624958557	0.6736394835757477	0.9983824573658626	0.7921563044948219
55	0.5281124114990235	0.635416099217374	0.9990001760786985	2771	0.7661930322647096	0.4756223783842676	0.9999000536895704	277	0.9786724400651887	0.655759534661316	0.9986905950882703	0.7817246430143372
56	0.5384836792945863	0.6428610339380073	0.9990001760786985	2771	0.8019472956657411	0.470265657060885	0.9999000536895704	277	0.9794346981723773	0.6675503743652134	0.9986021949220057	0.7895337807606264
57	0.5415903329849244	0.641995484616828	0.9990001760786985	2771	0.7825307250022889	0.48609976212525646	0.9999000536895704	277	0.9789100929577738	0.6687669856488291	0.9985314747889942	0.7898503066782951
58	0.512058198451996	0.6457905854866143	0.9990001760786985	2771	0.7647355794906617	0.4825407201612464	0.9999000536895704	277	0.9790395781458303	0.654131333490706	0.998869199505825	0.7819389475359781
59	0.5469956994056703	0.6388661909171797	0.9990001760786985	2771	0.8027152419090272	0.47378838227016035	0.9999000536895704	277	0.9795078548821197	0.6687125105167269	0.9985026094285814	0.7895855890624386
60	0.5385531187057496	0.6431757791457089	0.9990001760786985	2771	0.7817087173461915	0.4843868218602652	0.9999000536895704	277	0.9793544400485561	0.6683432901769232	0.9985928136798716	0.7900276175893994
61	0.5159088373184205	0.6463656007699152	0.9990001760786985	2771	0.7394174933433534	0.4955723823185827	0.9999000536895704	277	0.9796731594312887	0.6572182576431637	0.9988406949624173	0.783958528123838
62	0.5170706510543824	0.6464806038265754	0.9990001760786985	2771	0.7598829865455629	0.5021275565482135	0.9999000536895704	277	0.9792571252706538	0.6573332606998239	0.9988269839162212	0.7839343978286605
63	0.5489402413368226	0.6415536307675546	0.9990001760786985	2771	0.8106025457382203	0.48165701246269965	0.9999000536895704	277	0.9791156395609897	0.6714786366690273	0.9984791563232458	0.7913755283291424
64	0.5340954661369325	0.6421649628055903	0.9990001760786985	2771	0.7622284889221193	0.48649319363488347	0.9999000536895704	277	0.9795297648517485	0.6633013140612422	0.9986656987149142	0.7869815473775301
65	0.5501167774200441	0.6428307699757283	0.9990001760786985	2771	0.8094806075096131	0.4776682222343278	0.9999000536895704	277	0.9794459586842154	0.6734336886322505	0.9984603938389774	0.792619505592363
66	0.5273995399475099	0.6522852317916871	0.9990001760786985	2771	0.7720124125480653	0.49479157209178454	0.9999000536895704	277	0.9795868426816802	0.6695296374982598	0.998710079206549	0.7917953636861451
67	0.54922753572464	0.6453063620901502	0.9990001760786985	2771	0.8054741621017457	0.47708715415857106	0.9999000536895704	277	0.9795981366418113	0.6783425033139039	0.9984607546559826	0.7961001598295152
68	0.5487705469131471	0.6471524637891691	0.9990001760786985	2771	0.7945452928543092	0.4871771591823888	0.9999000536895704	277	0.9796040605560753	0.6775314291248268	0.9984654452770497	0.7955636578145933
69	0.5312929153442384	0.6434360492213083	0.9990001760786985	2771	0.7957345247268678	0.4786124578574325	0.9999000536895704	277	0.9796173010603199	0.6637431679105155	0.998683378748167	0.7874379310716247
70	0.5581571459770204	0.6466561348077936	0.9990001760786985	2771	0.8237797021865846	0.4821170246893404	0.9999000536895704	277	0.980130983822235	0.6802007105978343	0.9984196215173943	0.7970890623503836
71	0.5484995841979982	0.6465350789586776	0.9990001760786985	2771	0.8291191458702089	0.46787480404084425	0.9999000536895704	277	0.97990505790382	0.6733247383680461	0.9985520413582883	0.7932598371293694
72	0.5365672707557679	0.645615054505396	0.9990001760786985	2771	0.7880343198776246	0.48134226725499807	0.9999000536895704	277	0.9799800465952792	0.6666000859496529	0.998676523225069	0.7894355798316919
73	0.5486232042312623	0.6479272212235114	0.9990001760786985	2771	0.7822567224502565	0.4891987918626258	0.9999000536895704	277	0.9799452037177225	0.6774587956153572	0.9984686926300962	0.7955377387323994
74	0.5265234112739564	0.6413841525787922	0.9990001760786985	2771	0.7846434116363527	0.4908209402407801	0.9999000536895704	277	0.9794353570898827	0.658204862813459	0.9987165739126419	0.7837010024719474
75	0.5313979983329774	0.6518857474896044	0.9990001760786985	2771	0.7797398567199708	0.5021457149255809	0.9999000536895704	277	0.9802994997285792	0.6701409695362955	0.9987017804154302	0.7921667674321264
76	0.5440744757652284	0.6547668766985649	0.9990001760786985	2771	0.7590752840042115	0.5042399811152876	0.9999000536895704	277	0.980174457239535	0.6832876347502921	0.9984708575321272	0.7996628166849071
77	0.5319563746452333	0.6496522670734143	0.9990001760786985	2771	0.7777465581893922	0.49807218560282784	0.9999000536895704	277	0.9800488265307373	0.6705888761780248	0.998649822766687	0.792078500062557
78	0.5600909590721131	0.6493496274506243	0.9990001760786985	2771	0.8133085966110231	0.4917349119016058	0.9999000536895704	277	0.9800996096673099	0.6848855719586231	0.9983665814176356	0.7999660647879756
79	0.5757916569709779	0.6514075768855961	0.9990001760786985	2771	0.8668231368064881	0.48540369099283953	0.9999000536895704	277	0.9804660837101744	0.6903754547160332	0.998284675957464	0.8031588657376437
80	0.5465992689132692	0.6507417697154583	0.9990001760786985	2771	0.8262920975685121	0.4826980927650972	0.9999000536895704	277	0.9805134510379587	0.6769079915018794	0.9985661132214897	0.7959120492774562
81	0.5362320542335511	0.6549605660571505	0.9990001760786985	2771	0.7788736820220948	0.5015101717177219	0.9999000536895704	277	0.9800990985137078	0.6761695508222718	0.9986314210994238	0.7959019371753859
82	0.5541692376136781	0.655396367113968	0.9990001760786985	2771	0.7884010672569276	0.5035802267376054	0.9999000536895704	277	0.9802211222765581	0.6879240737714345	0.9983546744564653	0.8019983981766028
83	0.5179901719093324	0.656062174284106	0.9990001760786985	2771	0.7697976827621461	0.5047060461343841	0.9999000536895704	277	0.9804455575068363	0.6660613874210867	0.9988388908773915	0.7903243761513683
84	0.5706931948661805	0.6572545743978985	0.9990001760786985	2771	0.8158721923828126	0.4975274342818059	0.9999000536895704	277	0.9805120670456291	0.6946245150200044	0.9982879233105104	0.8061351718712134
85	0.5424463748931886	0.659772536059511	0.9990001760786985	2771	0.7758902311325074	0.5099780283633855	0.9999000536895704	277	0.9804465746358939	0.6843105566753221	0.9985188461938136	0.8007578574590527
86	0.5534642338752748	0.6569216708128295	0.9990001760786985	2771	0.7775219678878785	0.5093666963253497	0.9999000536895704	277	0.980423204449697	0.6895159581873097	0.9983402417762588	0.8029958058717795
87	0.5558400750160218	0.6591490984365637	0.9990001760786985	2771	0.7843510508537294	0.5175803356878697	0.9999000536895704	277	0.9805491308959605	0.6917797025657787	0.9983723544897182	0.8048236888896714
88	0.5542301535606385	0.6549363548873273	0.9990001760786985	2771	0.78227436542511	0.49942801111292695	0.9999000536895704	277	0.9805660748363592	0.6895583277345003	0.9983492622013879	0.8030960974509361
89	0.5445233583450318	0.6603293929654446	0.9990001760786985	2771	0.7902610301971437	0.4989074709617282	0.9999000536895704	277	0.9808198893411657	0.6867558848274652	0.998550958907273	0.8027238317591708
90	0.5490995645523072	0.657478527718763	0.9990001760786985	2771	0.8161700367927552	0.5009412092268768	0.9999000536895704	277	0.9804149470029443	0.6857753324496256	0.998495032271473	0.8015975491982185
91	0.5270495414733888	0.6587919836816716	0.9990001760786985	2771	0.8069163560867311	0.5083437744003196	0.9999000536895704	277	0.98077244159705	0.6746624055007778	0.9987338931288896	0.7956385959276906
92	0.5377636551856996	0.6604020264749142	0.9990001760786985	2771	0.7877029776573182	0.515153165913094	0.9999000536895704	277	0.9807800110633769	0.6816352224098587	0.9986281737463774	0.799737243901573
93	0.5330877900123597	0.6571879936808847	0.9990001760786985	2771	0.8029881715774537	0.5012135848873878	0.9999000536895704	277	0.980674952056157	0.6756066411238825	0.9986808530291309	0.7958914463363852
94	0.5390486121177674	0.6605957158334997	0.9990001760786985	2771	0.796516239643097	0.5117212325906557	0.9999000536895704	277	0.9811905360779729	0.6832210540332783	0.9986382766225219	0.800932364544603
95	0.5456663966178895	0.6649839903639544	0.9990001760786985	2771	0.8101030588150026	0.5169326868950991	0.9999000536895704	277	0.9808975344217841	0.6895341165646771	0.9985531238093038	0.8046817332584595
96	0.5257614254951478	0.6586951390023787	0.9990001760786985	2771	0.7817609906196595	0.5107346274203604	0.9999000536895704	277	0.9809302270363296	0.6735365861039991	0.9987688923783903	0.7951140041871798
97	0.5374189615249635	0.6648508289299269	0.9990001760786985	2771	0.7670519948005677	0.5208791075762803	0.9999000536895704	277	0.9810896573386358	0.6872098442616501	0.9985859581567735	0.8033169654860118
98	0.531618356704712	0.6647297730808108	0.9990001760786985	2771	0.7778152227401735	0.5199893470852778	0.9999000536895704	277	0.98111401319736	0.6842681871281315	0.998651987668718	0.801775892822315
99	0.5380559563636781	0.6613523148904747	0.9990001760786985	2771	0.8180967569351197	0.5094090658725403	0.9999000536895704	277	0.9810349438774812	0.6825370884857729	0.9986357509034858	0.8004315760333336
100	0.5500653982162477	0.6604867655692954	0.9990001760786985	2771	0.8172296881675721	0.5069940016826763	0.9999000536895704	277	0.9810208448524882	0.6884567195075448	0.9985105474026948	0.8035947054397473
101	0.5271019935607911	0.6674535296859206	0.9990001760786985	2771	0.7895750403404237	0.5137065485161579	0.9999000536895704	277	0.9813809901465623	0.6836750134674632	0.9987169347296471	0.8018713549930605
102	0.5371981263160707	0.6604443960221048	0.9990001760786985	2771	0.8311860561370851	0.5041128724737157	0.9999000536895704	277	0.9808384740747992	0.6819802315798393	0.9986368333545013	0.8000482846522262
103	0.5285562872886659	0.669553848668083	0.9990001760786985	2771	0.7770032882690431	0.5225073087468903	0.9999000536895704	277	0.9813437580239409	0.6887230423756	0.9986505444006973	0.8048836559512483
104	0.5362192392349244	0.666684825044034	0.9990001760786985	2771	0.8064959645271302	0.5179253448578501	0.9999000536895704	277	0.981355501754471	0.6870222076955204	0.998631781916429	0.8035467771052353
105	0.5534533262252809	0.6673264210443488	0.9990001760786985	2771	0.8190550804138185	0.5119754498737993	0.9999000536895704	277	0.9812482483400495	0.694908996265427	0.9984878159313697	0.8079039590165088
106	0.5456175208091737	0.6643181831938164	0.9990001760786985	2771	0.8097914457321168	0.5149897405167875	0.9999000536895704	277	0.981077758376184	0.6897580698855417	0.9985607009664123	0.8048976017008113
107	0.5508451461791993	0.6624781342872534	0.9990001760786985	2771	0.8294824957847596	0.49611108084714883	0.9999000536895704	277	0.981276793572638	0.6915133796977235	0.9985033310625916	0.8056683873515557
108	0.539445459842682	0.6689243582526799	0.9990001760786985	2771	0.8124309778213502	0.5178829753106595	0.9999000536895704	277	0.9811633944386692	0.6900849206781549	0.9986177100532277	0.8055748882725972
109	0.5281538367271424	0.6660008594965288	0.9990001760786985	2771	0.8088845610618592	0.5099780283633855	0.9999000536895704	277	0.9811497203918697	0.6824402438064802	0.9987133265595954	0.8009746844885215
110	0.5419425368309022	0.6664487661382579	0.9990001760786985	2771	0.8117883801460267	0.5107951553449184	0.9999000536895704	277	0.9813014173398394	0.6907991501879392	0.9985754944636239	0.8057397013660913
111	0.5325000882148744	0.6684825044034065	0.9990001760786985	2771	0.8042233586311341	0.5220230853504264	0.9999000536895704	277	0.9813214026266988	0.6870524716577994	0.9986776056760844	0.8039293454396079
112	0.5571491718292237	0.6646147700241506	0.9990001760786985	2771	0.8311877846717836	0.5124717788551748	0.9999000536895704	277	0.9814834953131082	0.6978143366442108	0.9983716328557078	0.8089988561965377
113	0.5450545549392701	0.6667877225157827	0.9990001760786985	2771	0.8052380681037904	0.5126775737986721	0.9999000536895704	277	0.9815486773583695	0.6934502732835793	0.9985105474026948	0.8070713047888752
114	0.548512637615204	0.6673627377990836	0.9990001760786985	2771	0.820734202861786	0.5163576716117981	0.9999000536895704	277	0.9814654509270344	0.6948545211333249	0.9984874551143645	0.8078633657513618
115	0.5542402267456056	0.6718418042163752	0.9990001760786985	2771	0.8186193704605104	0.5219383462560452	0.9999000536895704	277	0.9816545091073161	0.7021784000048422	0.9984152917133323	0.8123481341951024
116	0.5497098565101625	0.6702741309703232	0.9990001760786985	2771	0.8172636032104493	0.5218536071616641	0.9999000536895704	277	0.9816300995299627	0.6974330107194955	0.9984993620755349	0.8097414941127278
117	0.5403177142143251	0.6689304110451356	0.9990001760786985	2771	0.8114209771156312	0.5168661061780853	0.9999000536895704	277	0.9815863769686877	0.6920218142640107	0.9985931744968768	0.8067301009374018
118	0.5479257702827455	0.672029440782505	0.9990001760786985	2771	0.819810450077057	0.5260058227863424	0.9999000536895704	277	0.9816576937329379	0.6975903833233462	0.9985083825006639	0.8099213627643203
119	0.5450289845466615	0.6738755424815238	0.9990001760786985	2771	0.8123620152473451	0.5261874065600165	0.9999000536895704	277	0.9815413169911021	0.6984317214747023	0.9985383303120923	0.8107386511343596
120	0.543698012828827	0.6712607361406184	0.9990001760786985	2771	0.825711488723755	0.5191237977640984	0.9999000536895704	277	0.9817307290019316	0.6947213596992973	0.9985809067187013	0.8085079405331728
121	0.540595054626465	0.6713696864048229	0.9990001760786985	2771	0.8091275691986085	0.5234818083322741	0.9999000536895704	277	0.9817142657315547	0.6944066144915957	0.9985920920458613	0.8083779594137542
122	0.5365965962409974	0.6724652418393225	0.9990001760786985	2771	0.8111286163330079	0.5261026674656353	0.9999000536895704	277	0.981892423800961	0.6932686895099054	0.99863394681846	0.8079185711867276
123	0.551312029361725	0.6726407728205408	0.9990001760786985	2771	0.8303639888763429	0.5231125879924703	0.9999000536895704	277	0.9816358848823986	0.698897786493799	0.9984766306042098	0.8105734603477687
124	0.5416921377182008	0.671999176820226	0.9990001760786985	2771	0.8153192996978761	0.5231549575396609	0.9999000536895704	277	0.9816615546275512	0.6949029434729712	0.9985708038425568	0.8085540934076576
125	0.5463795065879823	0.6752858431237251	0.9990001760786985	2771	0.8254991173744203	0.5256426552389946	0.9999000536895704	277	0.9816305058190001	0.6999025500414616	0.9985285882529529	0.8116760960817622
126	0.5554645061492921	0.6719325961032122	0.9990001760786985	2771	0.8286997675895692	0.5205885735384019	0.9999000536895704	277	0.9816655444494953	0.7020210274009915	0.9983878696209401	0.8120239162092528
127	0.5431247353553773	0.6731249962170047	0.9990001760786985	2771	0.8186618685722352	0.5241778794646911	0.9999000536895704	277	0.9818839973743183	0.6963556136623631	0.9985884838758097	0.8096997593007053
128	0.5439375638961793	0.6714302143293809	0.9990001760786985	2771	0.8277997970581056	0.5223802001053186	0.9999000536895704	277	0.981725177660878	0.6944610896236979	0.9985718862935723	0.8082562829115373
129	0.5420721769332887	0.6734034246699715	0.9990001760786985	2771	0.8305414319038392	0.5195111764812697	0.9999000536895704	277	0.9818885446747293	0.6962466633981588	0.9985704430255516	0.8094819214367145
130	0.5428379178047181	0.6743779242553553	0.9990001760786985	2771	0.8316124677658082	0.520679365425239	0.9999000536895704	277	0.9818745862764895	0.6971122127193381	0.9985718862935723	0.810092036730287
131	0.5508928894996644	0.673597114028557	0.9990001760786985	2771	0.8350535631179811	0.5224467808223324	0.9999000536895704	277	0.9817451103756822	0.7003504566831907	0.9984881767483749	0.8116656728981797
132	0.5524864196777345	0.6718539098012868	0.9990001760786985	2771	0.8418040275573732	0.519378015047242	0.9999000536895704	277	0.9818189452828444	0.6985164605690836	0.9984932281864471	0.8104412678682411
133	0.5506357550621034	0.6757700665201891	0.9990001760786985	2771	0.8429877161979676	0.5205462039912113	0.9999000536895704	277	0.9820340250525235	0.7013310090610303	0.998524258448891	0.8126253629388579
134	0.5474420785903932	0.6738452785192448	0.9990001760786985	2771	0.8379698991775514	0.5207035765950622	0.9999000536895704	277	0.9818303337348675	0.6981351346443682	0.9985498764562575	0.8106250417291873
135	0.5542038083076478	0.6744687161421922	0.9990001760786985	2771	0.8417625427246095	0.5220594021051612	0.9999000536895704	277	0.9818763581711777	0.7021905055897538	0.9984773522382201	0.8128459522708482
136	0.5606601834297181	0.6740026511230957	0.9990001760786985	2771	0.8503438234329225	0.5209577938782057	0.9999000536895704	277	0.981900486478645	0.7036129118168667	0.9984152917133323	0.8133328202455126
137	0.5607231259346009	0.6739179120287144	0.9990001760786985	2771	0.8552926778793336	0.5187606302167505	0.9999000536895704	277	0.9818803490468778	0.7040123961189495	0.9984106010922652	0.8135697548350995
138	0.5588674545288087	0.6735789556511896	0.9990001760786985	2771	0.8497791290283204	0.5205280456138439	0.9999000536895704	277	0.9819116592284344	0.7030318437411099	0.9984246729554666	0.8130081300813008
139	0.5606477856636048	0.6729736764056097	0.9990001760786985	2771	0.8491026163101197	0.5197472353870458	0.9999000536895704	277	0.9818177908477302	0.7034615920054718	0.9983810140978421	0.8129588242906257
140	0.5587040781974794	0.6734942165568085	0.9990001760786985	2771	0.8568423986434938	0.5152923801395773	0.9999000536895704	277	0.9819050025987955	0.702577884306925	0.9984437962567401	0.812847293952052
141	0.550096094608307	0.6741479181420348	0.9990001760786985	2771	0.8532389998435975	0.5160731903663756	0.9999000536895704	277	0.9818456285579042	0.6994364850223651	0.9985177637427981	0.8112694250501093
142	0.5565389990806581	0.6752374207840788	0.9990001760786985	2771	0.8508712053298951	0.5195717044058277	0.9999000536895704	277	0.9818743812799808	0.7035887006470435	0.9984351366486162	0.8134727354159669
