epoch,threshold,recall,specific
120,0.8585837483406067,0.799765781074174,0.9990000166663834
121,0.8681142330169678,0.7974235918160969,0.9990000166663834
122,0.8696920871734619,0.795793244391357,0.9990000166663834
123,0.889178991317749,0.7981583962892191,0.9990000166663834
124,0.9154486060142517,0.7951732531171601,0.9990000166663834
125,0.8989525437355042,0.7978828446117983,0.9990000166663834
126,0.898451566696167,0.7976991434935178,0.9990000166663834
127,0.9100563526153564,0.7996739305150337,0.9990000166663834
128,0.9109758138656616,0.8038760935957013,0.9990000166663834
129,0.886040985584259,0.7955865806332914,0.9990000166663834
130,0.9146357178688049,0.7952421410365154,0.9990000166663834
131,0.8971551656723022,0.8000183701118098,0.9990000166663834
132,0.9051330089569092,0.796436198305339,0.9990000166663834
133,0.9083145260810852,0.7992376403591174,0.9990000166663834
134,0.9152767062187195,0.7981354336494341,0.9990000166663834
135,0.9169921875,0.7968495258214702,0.9990000166663834
136,0.9110563397407532,0.7986865370042757,0.9990000166663834
137,0.9120569229125977,0.7975384050150223,0.9990000166663834
138,0.892869234085083,0.7956784311924316,0.9990000166663834
139,0.9065968990325928,0.8006383613860066,0.9990000166663834
140,0.9100330471992493,0.7958162070311421,0.9990000166663834
141,0.9107437133789062,0.7977221061333029,0.9990000166663834
142,0.8933820128440857,0.8021309329720361,0.9990000166663834
143,0.9102524518966675,0.8015798296171944,0.9990000166663834
144,0.9102344512939453,0.8005235481870813,0.9990000166663834
145,0.9093487858772278,0.8002709591494455,0.9990000166663834
146,0.9038529992103577,0.802406484649457,0.9990000166663834
147,0.9158257842063904,0.7951962157569452,0.9990000166663834
148,0.9170359969139099,0.7961147213483479,0.9990000166663834
149,0.9147166013717651,0.7977450687730879,0.9990000166663834
