epoch,threshold,recall,specific
120,0.8756250739097595,0.797768031412873,0.9990000166663834
121,0.8686720728874207,0.8008909504236423,0.9990000166663834
122,0.8963194489479065,0.8000413327515948,0.9990000166663834
123,0.9179679751396179,0.7954947300741512,0.9990000166663834
124,0.9033946990966797,0.7986865370042757,0.9990000166663834
125,0.9071893095970154,0.800087258031165,0.9990000166663834
126,0.9038583636283875,0.8015109416978392,0.9990000166663834
127,0.907534658908844,0.8031412891225792,0.9990000166663834
128,0.9131566882133484,0.8005005855472962,0.9990000166663834
129,0.8925727009773254,0.7997428184343889,0.9990000166663834
130,0.8833973407745361,0.8019013065741855,0.9990000166663834
131,0.9134991765022278,0.7990309766010518,0.9990000166663834
132,0.8977264165878296,0.7975843302945924,0.9990000166663834
133,0.9112442135810852,0.7993524535580427,0.9990000166663834
134,0.9083241820335388,0.7995131920365383,0.9990000166663834
135,0.9154091477394104,0.7972398906978164,0.9990000166663834
136,0.9168693423271179,0.7988932007623414,0.9990000166663834
137,0.8970109820365906,0.8005694734666514,0.9990000166663834
138,0.9150756001472473,0.8007072493053619,0.9990000166663834
139,0.9158772826194763,0.8005694734666514,0.9990000166663834
140,0.9013487100601196,0.8023146340903167,0.9990000166663834
141,0.9130587577819824,0.8005465108268663,0.9990000166663834
142,0.9093673229217529,0.8005694734666514,0.9990000166663834
143,0.9173423051834106,0.7977450687730879,0.9990000166663834
144,0.908843994140625,0.8009139130634274,0.9990000166663834
145,0.9191455841064453,0.800087258031165,0.9990000166663834
146,0.9181876182556152,0.799765781074174,0.9990000166663834
147,0.9200347065925598,0.7980665457300788,0.9990000166663834
148,0.9250612258911133,0.7962295345472733,0.9990000166663834
149,0.923160195350647,0.8007072493053619,0.9990000166663834
