epoch,threshold,recall,specific
120,0.8975543975830078,0.8031642517623642,0.9990000166663834
121,0.8922588229179382,0.8033479528806448,0.9990000166663834
122,0.8430787324905396,0.8011894647408483,0.9990000166663834
123,0.8665773868560791,0.8010287262623528,0.9990000166663834
124,0.8937860131263733,0.8018094560150452,0.9990000166663834
125,0.8727709054946899,0.8047716365473191,0.9990000166663834
126,0.89433354139328,0.8016946428161198,0.9990000166663834
127,0.8762627840042114,0.8045190475096833,0.9990000166663834
128,0.8997092247009277,0.8020390824128958,0.9990000166663834
129,0.8779996633529663,0.8034857287193552,0.9990000166663834
130,0.8880997896194458,0.802429447289242,0.9990000166663834
131,0.8951194882392883,0.8026131484075225,0.9990000166663834
132,0.9073495268821716,0.798410985326855,0.9990000166663834
133,0.891226589679718,0.8045649727892534,0.9990000166663834
134,0.8939793705940247,0.7998346689935292,0.9990000166663834
135,0.9033782482147217,0.8011894647408483,0.9990000166663834
136,0.906396210193634,0.7979517325311535,0.9990000166663834
137,0.9080308675765991,0.7983191347677147,0.9990000166663834
138,0.9134752154350281,0.7989391260419115,0.9990000166663834
139,0.9039397835731506,0.8025901857677374,0.9990000166663834
140,0.8923059105873108,0.803439803439785,0.9990000166663834
141,0.8955747485160828,0.8043812716709728,0.9990000166663834
142,0.8784556984901428,0.8009368757032125,0.9990000166663834
143,0.9178299903869629,0.8029116627247285,0.9990000166663834
144,0.9078795313835144,0.8015109416978392,0.9990000166663834
145,0.8890819549560547,0.8040597947139819,0.9990000166663834
146,0.8789840340614319,0.8042894211118327,0.9990000166663834
147,0.8947736620903015,0.8034168408,0.9990000166663834
148,0.9072272777557373,0.8034627660795701,0.9990000166663834
149,0.9066178798675537,0.8011435394612781,0.9990000166663834
